smiles,score
s1c(nnc1SCC(=O)Nc1cc(c(cc1)C)Cl)SCc1c2c(ccc1)cccc2,-7.5
N1(C(=O)c2nc(nc(c2)C)C)[C@H](C(=O)NCC)C[C@H](NC(=O)C2CCC2)C1,-7.6
N1(C[C@@H]([C@H](C1)CCC)N(C)C)C(=O)CCc1ncccc1,-7.0
S(=O)(=O)(N1CCNCCC1)c1cc(C(=O)N2CCSCC2)ccc1,-8.2
n1(c(ncc1)C)CCC(=O)N[C@H]1[C@H](OCC=C(C)C)COCC1,-6.7
c1(c(OCC(CN2CCOCC2)O)c(OC)ccc1)CN(CC1CCCC1)C,-6.4
n1(nc(ccc1=O)c1ccc(cc1)F)CC(=O)Nc1sc(nn1)C1CC1,-7.8
n1(nccc1)c1ccc(CN(C(=O)Cc2cc(c(cc2)O)Cl)C)cc1,-8.1
N1(C(=O)C(=O)N(CC1)CCCC)C(C(=O)N(Cc1onc(c1)C)C)c1ccccc1,-7.4
N1(C(=O)C(c2c1cccc2)(CC(=O)c1cc(c(cc1)OC)OC)O)Cc1cc(c(cc1)OC)OC,-7.8
N1(CC(c2ccccc2)(c2ccccc2)CCC1)C(=O)CCN1CCN(CC1)C,-7.6
[N+](=O)(c1cc(c2oc(/C=C(/C#N)\c3c(F)cccc3)cc2)ccc1)[O-],-8.1
c1(C(=O)N[C@H]2[C@H](c3ccccc3)CCCC2)c(nc(o1)C)C,-7.6
C1(CC1)(N(CC(=O)NCc1ccc(NC(=O)C)cc1)C)COC,-7.1
c1(nc2c(o1)cccc2)c1c(c(NC(=O)c2c(C)cccc2)ccc1)C,-7.8
c1([N+](=O)[O-])c(N2CCOCC2)ccc(c1)C(=O)Nc1ccc(NC(=O)CCC)cc1,-7.5
n12c(cc(n1)CNc1ncccn1)CN(Cc1c(ccc(c1)O)OC)CC2,-8.3
c1(C2CN(C(=O)NC3CCCCC3)CCC2)n(ccn1)CCCN(C)C,-6.1
C1(=C(NC(=O)NC1c1c(ccc(c1)C)C)COc1ccc(cc1)C)C(=O)OCC,-8.0
N1(C(=O)C2C(C1=O)C1C=CC2C1)c1cc(C(=O)Nc2ccc(Oc3ccccc3)cc2)ccc1,-8.5
[N+](=O)(c1cc(c(NC(=O)CCOCC)cc1)OC)[O-],-6.0
[N+](=O)(c1c(ccc(c1)/C=C/C(=O)Nc1ccc(I)cc1)Cl)[O-],-7.9
C(=O)(Nc1c(cc(cc1)C)C)C(=O)NCC(C)C,-6.7
c1(c(c(Cl)ccc1)Cl)CN1CCCCCC1,-5.9
c1(sc(nn1)SCc1cc([N+](=O)[O-])ccc1OC)NC(=O)c1c(OC)cccc1,-7.6
C1(=CN(C=C(C1c1c(Cl)cccc1)C(=O)OC)c1ccccc1)C(=O)OC,-7.3
c1(nnn(c1)c1ccccc1)C(=O)N(Cc1nc(sc1)c1ccccc1)C,-7.9
C1(=C(C(=O)N(C1c1c(F)cccc1)CCCN(CC)CC)O)C(=O)c1ccc(cc1)OCC,-7.9
N1(C(=O)C(CC1=O)(CC(=O)O)c1ccccc1)CCn1cncc1,-7.6
C12(C(C1)C(=O)NCCC1=CCCCC1)CCN(Cc1cc3c(OCCO3)cc1)CC2,-8.5
N1([C@@H]2CN(CC[C@H]1CC2)C)Cc1nc2c([nH]1)cccc2,-8.4
n1c([nH]c2c1cc(cc2)C)c1ccc(NC(=O)C(F)(F)F)cc1,-8.6
n1c(oc(n1)CNC(=O)c1cc2c(N(CCO2)C)cc1)c1ccccc1,-8.9
C(CCC(=O)N(CC1CCN(CCc2c(F)cccc2)CC1)C)(F)(F)F,-7.2
n12c3c(nc1ccc(c2)C)CNC(=O)CC3c1c2ccn(c2ccc1)CC,-7.7
N1(CCN(CC(=O)Nc2cc(c(NC(=O)C)cc2)C)CC1)c1ccccc1,-7.8
c1(c(CN(C(=O)c2c(cc(cc2)OC)OC)Cc2occc2)cc2c(n1)cc(SC)cc2)N1CCC(CC1)O,-7.7
C12(C(=O)N(CCC2)CCOC)CN(C(=O)COc2ccc(F)cc2)CC1,-7.7
c1(ncc(CN2C[C@H]([C@H](CC2)N(C)C)CCCO)cn1)c1ccc(cc1)Cl,-7.1
[C@@]1(C2CC2)([C@@H](CN(Cc2cc(C(F)(F)F)ccc2F)CC1)C)O,-7.7
n1c([nH]c(=O)cc1[C@@H]1C[C@H](NC(=O)CCCn2ncnc2)C1)C1CC1,-7.9
c1(cn(nc1)C(C)C)c1nc2c(c(C(=O)N3CCCCC3)c1)ccc(c2)C,-7.6
c12c(nc3n1cc(n3CCOC)C)n(c(=O)n(c2=O)CCCC)C,-7.2
N(C(=S)Nc1cc(c(cc1)C)F)C(=O)c1cc(c(cc1)OC)I,-7.7
n1(c(nc2c1cccc2)C)CC(COc1ccc(OCC(Cn2c(nc3c2cccc3)C)O)cc1)O,-8.1
S(=O)(=O)(N(c1cc(cc(c1)C)C)CC(=O)Nc1cc2c(OCO2)cc1)c1cc(c(cc1)OC)OC,-8.8
C(=O)(Nc1cc(N2CCOCC2)ccc1Cl)NC(Cc1[nH]nc(c1)C)C,-8.5
C(=O)(N1CCN(CC1)CCSC)c1cnc(nc1)C1CC1,-6.6
n1c(noc1C(C)C)c1ccc(C(=O)NC[C@H]2NC[C@H](C2)F)cc1,-8.5
[N+](=O)(c1c(Oc2cc(C(=O)OC(C)C)ccc2)c(Cl)ccc1)[O-],-7.4
c1(c(c([nH]n1)N)Cl)C(=O)NCC1(CCN(CC1)CC)N(C)C,-7.3
c12c(CN3CCC(C(=O)OCC)(CC3)CCOc3ccccc3)cccc1non2,-8.7
C(=S)(N(/N=C\c1ccccc1)Cc1ccccc1)NC,-10.2
S(=O)(=O)(c1c(cc(cc1)C)OCCC)Nc1nccc(c1)C,-6.7
n1c([nH]c2c1c(c(cc2)C)C)SCc1c(F)cccc1,-7.7
C(=O)(N([C@H]1[C@@H](O)CCCC1)C)c1cc(C(F)(F)F)ccc1C,-7.0
N1(C(=O)c2cc(S(=O)(=O)C)ccc2)[C@H](C(=O)NC(C)C)C[C@@H](C1)N,-7.6
[N+](=O)(c1ccc(OCC(=O)Nc2c(NC(=O)c3occc3)ccc(c2)OC)cc1)[O-],-7.8
n1nn(c(n1)C)CCC(=O)NC([C@@H]1C[C@H](C1)O)c1cnc(cc1)OC,-7.5
N1(C(=O)C2C(C1=O)CC=CC2)CCC(=O)Nc1c(SC)cccc1,-6.8
N1(c2c(OCC1=O)cccn2)Cc1nnc(o1)CC,-7.5
C1(=C(NC2=C(C1c1cc(F)ccc1)C(=O)CC(C2)(C)C)C)C(=O)OC,-7.4
c1(C(=O)Nc2cc(OCCOC)ccc2)c(cc(cc1)Cl)Cl,-7.3
N1(C(=O)c2cc(C(F)(F)F)ccc2)C(c2noc(c2)C)CCC1,-8.8
N1(C(=O)C2C(C1=O)C1C3(C2C=C1)CC3)/N=C/c1oc(c2cc(C(F)(F)F)ccc2Cl)cc1,-8.6
c1(c(c2c(s1)CCCC2)C(=O)OCC)NC(=O)CCSc1ccccc1,-7.0
c12c([nH]cn1)ncnc2NCCC(=O)N1CCN(CC1)c1ccccc1,-8.5
[N+](=O)(c1ccc(/C(=C\c2cc3c(OCCO3)cc2)/C#N)cc1)[O-],-7.4
c1(NC(=O)CNCCc2c(ccc(c2)C)C)c(ccc(c1)C)F,-7.8
C(=O)(C(=O)O)O.C(NCCCOc1ccc(cc1)OCC)(C)(C)C,-6.0
n1(c(ncc1)C)CC(=O)N1CC(Cc2cc3c(OCO3)cc2)(CCC1)C,-8.4
[N+](=O)(c1c(C(=O)Nc2c(cc(cc2)I)Cl)cccc1)[O-],-7.3
C1(C(=O)N(Cc2c(ccc(c2)OC)F)CCC1)(CN(C1CCCCC1)C)O,-7.5
S(=O)(=O)(c1cc(NS(=O)(=O)C)ccc1OC)N1CCCCC1,-8.0
S(=O)(=O)(Nc1c(C(=O)NCCSCc2cc(ccc2)C)cccc1)C,-7.4
c1(cc(NC(=O)COc2c(Cl)cccc2)ccc1OC)Cl,-7.1
c1(cc(ncn1)C1COCC1)N1CCN(CCC1)CCCc1ccccc1,-7.9
c1(c(=O)n(c(cc1C)C)C)C(=O)NCCc1nc2c(s1)CCC2,-7.1
n12[C@@H]3[C@@H](OCc1cnn2)CCN(C3)Cc1c(c(c(cn1)C)OC)C,-7.2
C(=O)(Nc1cc(C(=O)OCC)cc(C(=O)OCC)c1)c1ccncc1,-7.5
S(=O)(=O)(N1CCC(C(=O)NCc2ncccc2)CC1)Cc1c(cc(cc1)Cl)Cl,-8.9
N1(C(=O)Nc2ccc(OCC(=C)C)cc2)C(C(=O)N(CC1)C)C,-7.2
S(=O)(=O)(c1cc(c(cc1)OCCC)C)NCC1OCCC1,-7.4
N1(C(CN(Cc2c(C)cccc2)CC1)CCO)Cc1oc(cc1)C,-6.9
C(=O)(N1CCN(c2ccc(NC(=O)CSc3ccc(Cl)cc3)cc2)CC1)c1ccc(cc1)Cl,-7.9
c1(c(n[nH]c1)c1ccc(cc1)Cl)CN1Cc2c(OCC1)ccc(CN1C(CO)CCCC1)c2,-8.9
n1c(noc1C1CCN(C(=O)c2ccc(C(C)(C)C)cc2)CC1)C1COCC1,-7.7
c1(n2c(nc(=O)c1)scc2)C(=O)N1[C@H]2CN(C(=O)N(C)C)C[C@@H](C1)CC2,-8.1
c12c(nc(n(c1=O)c1ccccc1)SCC(=O)c1occc1)sc1c2CCC1,-8.4
N1(CCCCOc2c(OC)cccc2)CCCCC1,-6.2
C(=O)(C(c1ccc(cc1)F)N(C)C)NCCOCCC,-6.2
n1(c(nnc1COc1c(C)cccc1)SCC(=O)Nc1cc(ccc1C)F)C,-7.1
c1(nc2n(c1)ccs2)C(=O)N1CCC(CC1)(CO)CCOc1ccccc1,-7.6
C(=O)(NC1Cc2c(C1)cccc2)CC1COCC1,-7.1
c1(nc2c(s1)cc(cc2)C)N1CC(C(=O)c2n(ccn2)C)CCC1,-7.7
c1(c(cc(/C=C/c2nc3c(O)cccc3cc2)cc1OCC)I)O,-7.4
N1(C(=O)c2c(C1=O)cccc2)C(C(=O)N1c2c(C(=CC1(C)C)C)cc(cc2C)C)C,-9.0
N1(C(=S)N/C(=C\c2ccc(F)cc2)/C1=O)CC,-7.1
n1(cnnc1)c1ccc(C(=O)Nc2ccncc2)cc1,-7.5
c1(ncnn1CCC)C(NC(=O)c1cnc(nc1)CC)C,-7.3
N1(C(=S)S/C(=C/2\C(=O)N(c3c2cccc3)CC(=O)O)/C1=O)C(C(=O)O)C(C)C,-7.2
n1(c(nc2c1cccc2)C)CCC(=O)N1CCC(Cc2nc(on2)C)CC1,-8.5
S(=O)(=O)(N1CCC(NC(=O)c2c(NCC=C)cccc2)CC1)C,-6.9
n1(ncc(c1)C)CC(=O)N[C@H]1[C@H](Oc2ccc(C(=O)O)cc2)COCC1,-7.4
N1(C(=O)c2cc(O)ccc2)CC(CCc2c(C(F)(F)F)cccc2)CCC1,-8.4
C(=O)(N1C(CCn2nccc2)CCCC1)c1cnc(N2CCNCC2)cc1,-7.6
c1(C(=O)N2C[C@H]([C@H](c3cc4c(cc3)cccc4)CC2)O)noc(c1)C,-10.0
N1(C(C(=O)O)c2ccc(cc2)O)CCN(CC1)C/C=C/c1ccccc1,-7.9
n1(c(nnc1SCC(=O)N1CCOCC1)c1ccc(cc1)Cl)C,-8.1
C1(=O)c2c(CO1)ccc(NC(=O)NCC1(c3cc(F)ccc3)CCOCC1)c2,-9.6
n1(c(nnc1SCC(=O)Nc1cc(SC)ccc1)c1ccncc1)CC,-7.5
N1(/C(=N/CC)/SC(C1=O)CC(=O)Nc1c(C#N)cccc1)CC,-6.8
n1c(NC(=O)c2occc2)sc2c(c1=O)cccc2,-7.6
n12c(nnc2SCC(=O)Nc2cc(ccc2)C)c2c(nc1c1ccccc1)cccc2,-8.7
N1(C(=O)COc2c(F)cccc2)CCN(c2c(F)cccc2)CC1,-7.8
c1(nc[nH]n1)N1CCN(C(=O)C2Nc3c(C2)cc(cc3)Cl)CC1,-9.6
N1(C(=O)N(C2(C1=O)CCN(Cc1c(n(nc1)C)C)CC2)C)CC(C)C,-7.1
c1(C(=O)NCc2c(Cl)cccc2)c(ccc(c1)Cl)Cl,-6.9
C(=S)(Nc1ccc(C(=O)OCC)cc1)N(CC=C)CC=C,-6.1
c1(c(=O)c2c(oc1)cc(OCC(=O)Nc1c(cccc1CC)CC)cc2)Oc1c(Cl)cccc1,-8.5
c12c(noc2CCN(c2c(C(=O)O)cccn2)C1)c1ccc(cc1)c1ccccc1,-9.9
c1(C(=O)Nc2c(cc(cc2)C)C)nc(ncc1Cl)SC,-6.9
C1(C(=O)N(Cc2n[nH]c(c2)C)C)Cc2c(OC1)cccc2,-8.9
c1(nc(oc1NCC1OCCC1)c1ccc(cc1)Cl)C#N,-8.0
C(=S)(Nc1ccc(Oc2ccccc2)cc1)NCc1ccccc1,-7.3
c1(C(=O)Nc2c(C(=O)Nc3cc(C(F)(F)F)ccc3)cccc2)c(cc(cc1)Cl)Cl,-7.5
S(=O)(=O)(N1CCC(C(=O)Nc2c(C(=O)N)cccc2)CC1)Cc1c(C)cccc1,-8.5
n1(c(nnc1SCC(=O)Nc1ccc(cc1)CC)c1ccncc1)CC=C,-7.6
C(=O)(c1c(NC(=O)c2cnccc2)cccc1)Nc1ccc(cc1)OC,-7.8
c12nc(CC(=O)N3C(CCn4cncc4)CCCC3)cn1ccs2,-7.2
N1(CCC(=O)Nc2cc(c(cc2)C)F)C(CN)CCCC1,-6.7
[N+](=O)(c1c(c(C(=O)Nc2c(cccc2CC)C)ccc1)C)[O-],-7.4
N1(C(=O)NCCc2cc(OC)ccc2)CC(=O)N(Cc2cc(ccc2)C)CC1,-8.4
c1(C(=O)NCc2nc(sc2)CSC)cc(oc1)CN1CCOCC1,-7.0
N1(C(=O)NC(C(=O)O)CC(C)C)c2c(CC1)cccc2,-7.1
n1c(n(nc1Cc1c(OC)cccc1)CCC)CCn1nnnc1,-7.5
n1n(cc(n1)CNC(=O)CCC1CCCCC1)[C@H]1C[C@H](NC1)C(=O)NC,-7.9
C(=O)(C(=O)NCCC1=CCCCC1)Nc1cc(c(cc1)C)C,-7.9
c1(NC(=O)c2cc(cc(c2)Cl)Cl)nc(CC(=O)OCC)cs1,-7.5
c1(=O)n(cc[nH]1)CCN(Cc1sc(cc1)C)CCO,-6.6
c12-c3c(NC(c1sn(c2=S)c1c2c(ccc1)cccc2)(C)C)cc(cc3)C,-7.6
n1c(scc1c1ccc(cc1)Cl)Cc1nc(cs1)c1ccc([N+](=O)[O-])cc1,-8.1
C(=O)(N[C@H]1[C@H](O)COCC1)c1c2c(ccc1)cccc2,-7.0
c1(n(nc(n1)CC1CCN(CC1)C)CC(F)(F)F)c1c(nccc1)OC,-7.6
c1([N+](=O)[O-])nn(CC(=O)Nc2ccc(cc2)C(C)C)cc1,-8.2
C(=O)(N1CCN(c2c(F)cccc2)CC1)c1ccc(OC(C)C)cc1,-7.5
[N+](=O)(c1c(CN2CCN(c3cc(Cl)ccc3)CC2)cc(cc1)Cl)[O-],-7.4
c1(c(=O)c(cn(c1)C(CC)C)C(=O)NCC)C(=O)NCc1noc(c1)c1ccccc1,-8.5
[N+](=O)(c1ccc(/C=C(\NC(=O)c2ccc(cc2)C)/C(=O)OCC=C)cc1)[O-],-7.4
c1(c2oc(cc2)CO)c(ncn1CCSCC)c1ccccc1,-6.7
S(=O)(=O)(N1CCOCC1)c1cc(c(cc1)OC)CCC(=O)NCC1OCCC1,-7.6
S(=O)(=O)(N(CC(=O)N1CCN(CC1)c1ccccc1)c1ccc(cc1)C)c1ccc(SC)cc1,-8.5
n1(c(nnc1[C@@H]1C[C@H](C1)N)CN(Cc1cc2c(nsn2)cc1)C)C1CC1,-8.0
c1(cn(c2c1cccc2)CC(=O)OCC)C(=O)C(=O)N1CCOCC1,-7.9
N1(C(CN(Cc2nc3c(F)cccc3cc2)CC1)CCO)Cc1cc(OC)ccc1,-7.3
C(=O)(Nc1cc(NC(=O)CC)ccc1)CC(C)C,-7.6
S(=O)(=O)(N1CCN(C(=O)Nc2ccccc2)CC1)c1cc(c(cc1)OC)OC,-8.2
c1(cc(=O)n(c2c1cccc2)C)C(=O)NC(C1=CCCCC1)C,-7.7
n1(c(nc2c1cccc2)C)Cc1nc(nn1CCO)Cc1sccc1,-7.6
S(=O)(=O)(Nc1nc(ccn1)C)c1ccc(NC(=O)c2occc2)cc1,-8.5
C(=O)([C@H]1C[C@@H](C(=O)NCCc2nccnc2)CNC1)N1CCOCC1,-7.3
c1(c(n2c(nc1)ccn2)C)C(=O)N1CCN(c2c(C#N)cccn2)CC1,-7.6
C12CN(C(=O)CCSc3sc(nn3)C)CCN1CCNC2=O,-7.8
C(=O)(CC1N(Cc2cc(n3nccc3)ccc2)CCOC1)N1CCSCC1,-7.2
N1(C(Cc2c(C1)cccc2)C(=O)NCCc1nc2c([nH]1)cccc2)C,-8.2
S(=O)(=O)(N1CCOCC1)c1cc2nc(n(c2cc1)CCNC(=O)CSC)C,-7.2
S(=O)(=O)(NCCNC(=O)CC(c1cc2c(OCO2)cc1)c1ccccc1)C,-7.5
N1(C(=O)CC2(C1)CCN(CC2)CCOCC)Cc1cc(cc(c1)F)F,-7.2
S(=O)(=O)(N1CCC(C(=O)N2CCC(CC2)C)CC1)N(C)C,-7.2
N1C(=O)NC(C1=O)CCC(=O)NCCc1nc(c2ccccc2)ccn1,-8.5
c1(c2n(c3ccc(CN4CCCC4)cc3)ccn2)nn2c(c1)CNCC2,-7.3
S(=O)(=O)(c1cc(c(OCC(=O)N2CCN(Cc3ccccc3)CC2)cc1)C)NC1CCCCC1,-7.7
c1(C(=O)NC(c2cc3c(OCCCO3)cc2)C)[nH]cnc1,-7.8
C1(C(=O)NCc2ncncc2)Cc2c(OC1)cccc2,-7.8
[N+](=O)(c1ccc(OCC(=O)N(C2CCCCC2)C)cc1)[O-],-7.3
S(=O)(=O)(C1C(CS(=O)(=O)C1)NC1CCCCC1)c1cc(c(cc1)OC)C,-7.7
N1(C(=S)S/C(=C\c2ncccc2)/C1=O)CC(=O)OC,-7.1
c1(c2cn(nc2)Cc2ccc(cc2)OC)n(nnn1)C,-7.5
c1(n(nc(c1)CC(C)C)C)C(=O)NC(CO)(CO)C,-7.4
n1[nH]c(c(c1CCC(=O)N1CC(CN2CCCC2)(O)COCC1)C)C,-7.0
c1(ncccn1)SCC(=O)Nc1c(cc(cc1)Cl)Cl,-6.8
n1(c(cc2c1cccc2)C)CC(=O)N1CC(OCC1)c1ccccc1,-7.7
c1(n(ccn1)CCCN(C)C)C1CCN(C(=O)c2cc(cc(c2)F)Cl)CC1,-6.9
c1(cn(c2c1cccc2)Cc1ccc(C#N)cc1)C(=O)C1CCCCC1,-8.5
c1(c(nc(cc1)OC)OC)c1nc(C(O)C)ccc1,-7.5
c1(n2c(nc1C)scc2)C(=O)N[C@@H]1C[C@H](c2n(c(nn2)CN(C)C)C)C1,-7.1
S(=O)(=O)(N(CC(=O)Nc1cc(C(=O)OC)ccc1C)c1cc(OC)ccc1)c1ccc(cc1)C,-8.6
c1(C(=O)N2C(CN(c3c(C)cccc3)CC2)C)cn(nc1)C(C)C,-7.4
C12([C@H]([C@@H](c3c1cccc3)NC(=O)CC)OCc1cnccc1)CCN(C(=O)c1sccc1)CC2,-8.0
S(=O)(=O)(c1cc(C(=O)Nc2ccc(F)cc2)ccc1)N,-8.1
c1(N2CC(CC2)O)cc([C@H]2C[C@@H](NC(=O)c3occc3)C2)ncn1,-8.2
N1(C(=O)Nc2ccc(F)cc2)c2c(Sc3c1cccc3)cccc2,-7.7
c1(c(n(nc1CC)C)Cl)CN(C(Cc1nccnc1)C)C,-7.0
[N+](=O)(c1ccc(C(=O)COC(=O)c2c(C(=O)OCC(=O)c3ccc([N+](=O)[O-])cc3)cccc2)cc1)[O-],-8.9
C(=O)(N(CC1N(C)CCCC1)C)c1cc(OC(F)F)ccc1,-7.4
n12c(c(c(n2)C)c2ccccc2)ncc2c1ccn(c2=O)N(C)C,-8.0
S(=O)(=O)(Nc1sc(nn1)CC)c1ccc(NC(=O)c2c([N+](=O)[O-])cccc2)cc1,-8.4
c12n(c(cc(n1)C(=O)NCCN(c1cc(ccc1)C)CC)C(C)C)ncn2,-7.2
S(=O)(=O)(Nc1ccc(C(=O)N2CCC(Cc3ccccc3)CC2)cc1)c1cc(OC)ccc1,-8.9
c1(nc2c([nH]1)ccc(c2)Cl)SC(c1ccccc1)C,-8.0
C(=O)([C@H]1CC[C@H](CNC(=O)Cc2cc(c(cc2)O)Cl)CC1)NC,-8.0
n1c(n[nH]c1CCC(=O)N1CCC2(c3c(CC2O)cccc3)CC1)Cl,-8.6
c12c(nc(nc2C)NCCCN2CCOCC2)CC(CC1=O)c1c(C)cccc1,-7.5
